5,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,6,5
5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5
5,6,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,5,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5
5,6,1,1,1,1,1,1,6,6,5,5,5,5,5,5,5,5,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5
5,6,1,1,1,1,1,6,6,5,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,6,6,1,1,1,1,1,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,5,5,5,5,5,5,6,6,1,1,1,1,1,6,6,1,1,1,1,1,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,5,5,5,5,5,5,5,6,6,1,1,1,1,1,6,6,1,1,1,1,1,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,5,6,6,6,6,6,6,6,5,6,6,1,1,1,1,1,6,6,1,1,1,1,1,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,6,6,1,1,1,1,1,6,6,1,1,1,1,1,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,6,1,1,1,1,1,1,1,1,1,1,1,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,6,1,1,1,1,1,1,1,1,1,1,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,6,1,1,1,1,1,1,1,1,1,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,6,1,1,1,1,1,1,1,1,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,6,1,1,1,1,1,1,6,6,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,6,6,6,6,6,6,1,1,1,1,1,1,6,5,6,1,1,1,1,1,1,6,6,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,6,6,6,6,6,6,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,6,6,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,6,6,5,5,5,6,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,6,6,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,6,6,6,5,5,6,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,6,6,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,5,6,6,1,1,1,1,1,1,1,6,6,6,5,5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,6,6,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,5,6,6,6,1,1,1,1,1,1,1,6,6,6,5,5,1,1,1,1,1,5,6,6,1,1,1,1,1,1,6,6,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,6,5,6,6,6,1,1,1,1,1,1,1,6,6,5,15,46,46,46,46,46,15,5,6,1,1,1,1,1,1,1,1,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,6,5,5,6,6,6,1,1,1,1,1,1,1,6,6,5,46,46,46,46,46,5,6,6,6,1,1,1,1,1,1,1,1,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,6,5,5,5,6,6,6,1,1,1,1,1,1,1,6,6,5,46,46,46,5,6,6,6,6,6,1,1,1,1,1,1,1,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,6,5,5,5,5,6,6,6,1,1,1,1,1,1,1,6,6,5,5,5,6,6,6,6,6,6,6,1,1,1,1,1,1,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
5,6,1,1,1,1,1,6,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
5,6,1,1,1,1,1,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
